"PatternId_decimal",description,"killchain_stage",name,objective,scenario,scenarioFriendly,severity,"show_in_ui",tactic,technique
20165,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId065,,"suspicious_activity","Suspicious activity",70,False,,
20162,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId062,,"suspicious_activity","Suspicious activity",70,False,,
20163,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId063,,"suspicious_activity","Suspicious activity",70,False,,
20164,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId064,,"suspicious_activity","Suspicious activity",70,False,,
20169,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId069,,"suspicious_activity","Suspicious activity",70,False,,
20168,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId068,,"suspicious_activity","Suspicious activity",70,False,,
20170,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId070,,"suspicious_activity","Suspicious activity",70,False,,
20171,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId071,,"suspicious_activity","Suspicious activity",70,False,,
20174,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId074,,"suspicious_activity","Suspicious activity",70,False,,
20173,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId073,,"suspicious_activity","Suspicious activity",70,False,,
20175,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId075,,"suspicious_activity","Suspicious activity",70,False,,
20172,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId072,,"suspicious_activity","Suspicious activity",70,False,,
20178,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId078,,"suspicious_activity","Suspicious activity",70,False,,
20177,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId077,,"suspicious_activity","Suspicious activity",70,False,,
20176,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId076,,"suspicious_activity","Suspicious activity",70,False,,
20179,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId079,,"suspicious_activity","Suspicious activity",70,False,,
20166,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId066,,"suspicious_activity","Suspicious activity",70,False,,
20167,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId067,,"suspicious_activity","Suspicious activity",70,False,,
20180,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId080,,"suspicious_activity","Suspicious activity",70,False,,
20181,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId081,,"suspicious_activity","Suspicious activity",70,False,,
20183,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId083,,"suspicious_activity","Suspicious activity",70,False,,
20182,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId082,,"suspicious_activity","Suspicious activity",70,False,,
20185,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId085,,"suspicious_activity","Suspicious activity",70,False,,
20184,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId084,,"suspicious_activity","Suspicious activity",70,False,,
20186,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId086,,"suspicious_activity","Suspicious activity",70,False,,
20187,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId087,,"suspicious_activity","Suspicious activity",70,False,,
20188,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId088,,"suspicious_activity","Suspicious activity",70,False,,
20189,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId089,,"suspicious_activity","Suspicious activity",70,False,,
20191,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId091,,"suspicious_activity","Suspicious activity",70,False,,
20190,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId090,,"suspicious_activity","Suspicious activity",70,False,,
20192,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId092,,"suspicious_activity","Suspicious activity",70,False,,
20193,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId093,,"suspicious_activity","Suspicious activity",70,False,,
20194,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId094,,"suspicious_activity","Suspicious activity",70,False,,
20195,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId095,,"suspicious_activity","Suspicious activity",70,False,,
20196,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId096,,"suspicious_activity","Suspicious activity",70,False,,
20197,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId097,,"suspicious_activity","Suspicious activity",70,False,,
30102,"An ELF file was loaded and executed directly from memory, possibly to avoid detection. Check the process tree to determine if this activity was expected.",Unknown,ElfExecutedFromMemory,"Keep Access","suspicious_activity","Suspicious activity",70,True,"Defense Evasion","Process Hollowing"
20199,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId099,,"suspicious_activity","Suspicious activity",70,False,,
30103,"Bash has created an interactive terminal for a remote host. Check the process tree to determine if malicious commands were executed and if this access was expected.",Unknown,BashReverseShell,"Contact Controlled Systems","suspicious_activity","Suspicious activity",70,True,"Command and Control","Remote Access Tools"
30100,"Perl has created a process whose name does not match the original file name. Check the process tree to determine if the process was used maliciously.",Unknown,PerlProcessMasquerading,"Keep Access","suspicious_activity","Suspicious activity",70,True,"Defense Evasion",Masquerading
20198,"A suspicious process identified by CrowdStrike was executed.",Unknown,MacTemplatePatternId098,,"suspicious_activity","Suspicious activity",70,False,,
30101,"An interactive terminal was spawned under a suspicious process. Check the process tree to determine if the terminal was used maliciously.",Unknown,SuspiciousTerminalSpawn,"Contact Controlled Systems","suspicious_activity","Suspicious activity",70,True,"Command and Control","Remote Access Tools"
30106,"The activity appears to be related to an adversary establishing persistence. The host may already be compromised and the activity should be investigated further to find the source.",Unknown,GenPersistenceLin,"Keep Access","establish_persistence","Establish Persistence",70,True,Persistence,"External Remote Services"
30104,"A process appears to be accessing credentials, likely in an attempt to steal passwords. If the activity is not sanctioned, your credentials may have been compromised.","Lateral motion",GenCredentialAccessLin,"Gain Access","credential_theft","Credential theft",70,True,"Credential Access","Credential Dumping"
30105,"The activity appears to be related to a privilege escalation attempt. An adversary may execute additional malicious commands if the escalation was successful.",Unknown,GenPrivilegeEscalationLin,"Gain Access","authentication_bypass","Authentication Bypass",70,True,"Privilege Escalation","Exploitation for Privilege Escalation"
30107,"An adversary appears to have attempted to exploit a vulnerability in this process. Look for follow-on activity that may indicate further malicious behaviors.",Unknown,GenDefenseEvasionLin,"Follow Through","evade_detection","Evade Detection",70,True,Execution,"Exploitation for Client Execution"
30109,"A process appears to have been exploited to facilitate lateral movement between hosts in the environment. Both hosts should be investigated for further signs of compromise.",Unknown,GenLateralMovementLin,Explore,"establish_persistence","Establish Persistence",70,True,"Lateral Movement","Exploitation of Remote Services"
30110,"A process attempted to contact a remote command and control server. This may indicate the host is compromised.",Unknown,GenCommandAndControlLin,"Contact Controlled Systems","attacker_methodology","Attacker Methodology",70,True,"Command and Control","Custom Command and Control Protocol"
30108,"The process appears to be involved in reconnaissance activity. Review the activity to determine if it is expected in your environment.",Unknown,GenDiscoveryLin,Explore,"attacker_methodology","Attacker Methodology",70,True,Discovery,"System Information Discovery"
30111,"A process appears to be collecting information from this host, possibly via some automated search routines. Review the activity to see if it is expected.",Unknown,GenCollectionLin,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Collection,"Automated Collection"
30112,"The activity may be related to an adversary exfiltrating data from this host. Validate whether this data transfer is sanctioned.",Unknown,GenExfiltrationLin,"Follow Through","data_theft","Data Theft",70,True,Exfiltration,"Automated Exfiltration"
30113,"The commands executed on this CLI are suspicious and may be related to malicious activity. Review the commands to see if they are expected.",Unknown,GenExecutionLin,"Follow Through","attacker_methodology","Attacker Methodology",70,True,Execution,"Command-Line Interface"
30116,"The process tree contains indications of a phishing attack. Likely an email opened around the time of the activity is responsible.",Unknown,GenLaunchLin,"Gain Access","user_compromise","User Compromise",70,True,"Initial Access","Spearphishing Attachment"
30115,"A suspicious process related to a likely malicious file was launched. Review any binaries involved as they may be related to malware.",Unknown,GenPostExploitLin,"Falcon Detection Method","known_malware","Known malware",70,True,Malware,"Malicious File"
30114,"A vulnerability in this process may have been exploited. Review the surrounding activity for signs of a compromise.",Unknown,GenExploitLin,"Falcon Detection Method","user_compromise","User Compromise",70,True,Exploit,"Exploit Mitigation"
